Scenario,Model,N,K,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Training Time,Testing Time
Static Model,NN,16,-1,0.12429378531073447,0.6911764705882353,0.9977979816584691,0.21069791136016303,0.9245037653718376,0.29250768868815624,0.0024801283360074825,1.8038291400298476,0.3531074490165338
Updated Model,NN,16,-1,0.1307997202145022,0.75,0.9977743896199578,0.2227516378796903,0.9052669170771114,0.31263840007676263,0.0023471342486950627,17.974925213551614,0.3817474629613571
Static Model,NN,18,10,0.14320987654320988,0.7372881355932204,0.9971783353457626,0.23983459682977254,0.8923426983733901,0.3241734979771968,0.002971453516367901,19.0862282931339,0.32835077797062695
Updated Model,NN,18,10,0.1017478152309613,0.690677966101695,0.9961320426498578,0.17736670293797607,0.8888402771402585,0.2641427091954419,0.0035151649720655677,15.04840042698197,0.3352295681834221
Static Model,NN,18,11,0.15632754342431762,0.8008474576271186,0.9972704295683851,0.26159169550173006,0.9047432967053561,0.3531148327798307,0.002742788942715554,19.0862282931339,0.3292887599673122
Updated Model,NN,18,11,0.15422885572139303,0.788135593220339,0.9972627550498332,0.2579750346740638,0.9211373103574181,0.3479220980294617,0.0026228571360683538,24.4271083609201,0.3325329930521548
Static Model,NN,18,12,0.18144329896907216,0.8301886792452831,0.9978767165339828,0.29780033840947545,0.9543326147567094,0.3875396352955136,0.002345363280705109,19.0862282931339,0.3271294981241226
Updated Model,NN,18,12,0.16684045881126172,0.7547169811320755,0.9978229949041196,0.27327070879590093,0.9794294241142325,0.35422556849110365,0.0027523839560040044,1.1806444979738444,0.3351036780513823
Static Model,NN,18,13,0.20374449339207049,0.74,0.9979841597937089,0.31951640759930916,0.912861688348257,0.3876478045319994,0.0023071505814912787,19.0862282931339,0.32848038198426366
Updated Model,NN,18,13,0.16943231441048034,0.776,0.9974239199394225,0.2781362007168459,0.9141746404746911,0.3618782512081649,0.002616869729360163,17.199389486107975,0.3342607880476862
Static Model,NN,18,14,0.12058823529411765,0.7454545454545455,0.9975978756932649,0.20759493670886078,0.8828137933195274,0.2992259404420324,0.0025160573408804484,19.0862282931339,0.3257918239105493
Updated Model,NN,18,14,0.09951456310679611,0.7454545454545455,0.9970453103575302,0.17558886509635976,0.8705743824813075,0.2716985097056751,0.0027804188393034768,11.602880308171734,0.3373898931313306
Static Model,NN,18,15,0.06377551020408163,0.7692307692307693,0.9980839285348833,0.11778563015312131,0.9324079342526836,0.2211533611857901,0.0020679510194850067,19.0862282931339,0.3273055220488459
Updated Model,NN,18,15,0.06933333333333333,0.8,0.9981811391032069,0.12760736196319017,0.9425937534381164,0.23519406353174105,0.001969387955734243,18.907904006075114,0.3373467142228037
Static Model,NN,18,16,0.08598351001177856,0.7373737373737373,0.9979483453738002,0.1540084388185654,0.8959301436726241,0.2513607575617079,0.002168394320948693,19.0862282931339,0.3289082038681954
Updated Model,NN,18,16,0.10920436817472699,0.7070707070707071,0.9984650962896261,0.1891891891891892,0.9229845569989632,0.2774945399790994,0.0017534271767142907,22.109565205173567,0.3419379750266671
